CODE_CLIENT,RAISON,STATUT_MARITAL,TITRE,TITRE_COEMP,GARANTIE,ASSURANCE,LOGEMENT,TYPE_LOGEMENT,PROFESSION,ENFANTS,ANCIENNETE_BANCAIRE,SALAIRE,SALAIRE_COEMP,NB_PERS,REVENU/TETE,LOYER,AGE,EMPRUNTS_COURANTS,DUREE_EMPRUNT,REMBOURSEMENT,SUCCES
1111,TV,Celibataire,Mlle,Aucun,Non,Oui,Famille,Appartement,Representant,0,2,9467,0,1,9467,0,28,498,4,Lent,N
1112,Courrier,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Representant,1,5,10582,6811,3,5797,2974,28,0,1,Rapide,N
1114,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,2,17,5966,4540,4,2626,3600,31,0,4,Lent,N
1115,TV,Divorce,M.,Aucun,Non,Non,Locataire,Appartement,Cadre,0,23,15268,0,1,15268,800,48,744,4,Lent,N
1116,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Ouvrier qualifie,1,1,7661,7331,3,4997,2476,32,0,4,Lent,N
1119,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Enseignant,2,24,10183,15187,4,6342,4255,39,133,4,Lent,N
1120,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Enseignant,2,16,13857,8856,4,5678,4000,49,1240,4,Lent,N
1121,Autre,Marie,Mme,M.,Oui,Oui,Famille,Appartement,Ouvrier qualifie,0,25,8672,14481,2,11576,0,52,1977,4,Lent,N
1122,Courrier,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Ouvrier,3,7,3758,5971,5,1945,1920,42,186,3,Lent,N
1124,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Employe de bureau,2,13,7545,5740,4,3321,2000,31,372,4,Lent,N
1126,TV,Marie,Mme,M.,Oui,Non,Famille,Maison,Employe,2,15,8051,8253,4,4076,0,48,982,4,Lent,N
1133,Autre,Celibataire,Mme,Aucun,Non,Oui,Locataire,Maison,Ouvrier qualifie,1,30,12480,0,2,6240,1600,51,1116,3,Rapide,N
1142,TV,Celibataire,M.,Aucun,Non,Oui,Famille,Maison,Representant,0,3,9460,0,1,9460,0,23,2735,3,Rapide,N
1144,TV,Concubin,M.,Mlle,Oui,Non,Locataire,Maison,Ouvrier,0,4,5376,5395,2,5385,1600,27,1116,3,Rapide,N
1145,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Representant,3,3,4694,6504,5,2239,2080,28,744,4,Lent,N
1150,Courrier,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,1,1,6528,0,3,2176,1384,29,372,3,Rapide,N
1154,Autre,Divorce,Mme,Aucun,Non,Non,Famille,Appartement,Enseignant,0,14,12869,0,1,12869,0,45,474,4,Lent,N
1158,Autre,Concubin,Mlle,M.,Oui,Non,Locataire,Appartement,Representant,2,15,5664,7377,4,3260,0,32,868,3,Rapide,N
1159,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Representant,1,11,9241,5149,3,4796,1471,48,1999,4,Lent,N
1160,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Representant,3,5,8347,6657,5,3000,1200,35,1240,3,Rapide,N
1162,TV,Concubin,Mme,M.,Oui,Non,Locataire,Maison,Retraite,2,5,5553,4224,4,2444,2400,24,868,4,Lent,N
1163,Autre,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Employe,2,21,4608,7084,4,2923,1200,34,0,3,Rapide,N
1164,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Enseignant,0,31,26330,42937,2,34633,2201,48,869,4,Lent,N
1167,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Enseignant,2,15,29517,36297,4,16453,1847,37,0,1,Rapide,N
1172,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,3,11,9888,5976,5,3172,1600,39,2108,4,Lent,N
1175,Courrier,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Ouvrier,3,6,3956,5440,5,1879,1743,45,191,4,Lent,N
1177,Autre,Marie,M.,Aucun,Non,Oui,Proprietaire,Appartement,Representant,1,8,11948,0,2,5974,2896,43,922,4,Lent,N
1179,TV,Divorce,M.,Aucun,Non,Oui,Famille,Appartement,Ouvrier,0,6,6907,0,1,6907,0,44,1266,4,Lent,N
1180,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Appartement,Retraite,0,4,8993,9206,2,9099,2320,57,1022,4,Lent,N
1181,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,0,35,5803,4929,2,5366,0,55,802,3,Lent,N
1184,Autre,Divorce,M.,Aucun,Non,Non,Proprietaire,Maison,Ouvrier,0,19,7684,0,1,7684,2560,37,0,4,Lent,N
1185,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier qualifie,0,10,8673,6201,2,7437,0,59,0,4,Lent,N
1191,TV,Divorce,M.,Aucun,Non,Oui,Locataire,Appartement,Ouvrier,0,27,6470,0,1,6470,468,49,620,4,Lent,N
1192,Courrier,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Retraite,0,32,0,0,2,0,2080,54,0,4,Lent,N
1193,Courrier,Marie,Mme,M.,Oui,Oui,Famille,Appartement,Retraite,0,20,4605,3791,2,4198,0,65,542,4,Lent,N
1194,TV,Marie,Mme,Aucun,Non,Non,Proprietaire,Maison,Ouvrier qualifie,0,20,12038,0,1,12038,0,61,1245,3,Rapide,N
1195,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe de bureau,1,13,8322,7681,3,5334,3543,43,811,4,Lent,N
1196,Autre,Celibataire,M.,Aucun,Non,Oui,Famille,Maison,Ouvrier qualifie,0,3,9771,0,1,9771,0,32,1774,3,Rapide,N
1197,TV,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,0,25,4420,0,1,4420,728,63,248,3,Lent,N
1198,TV,Marie,M.,M.,Oui,Oui,Famille,Appartement,Representant,1,0,8323,7519,3,5280,0,52,2524,4,Lent,N
1199,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,10,6009,0,1,6009,1040,35,0,4,Lent,N
1200,TV,Celibataire,Mlle,Aucun,Non,Non,Famille,Appartement,Employe de bureau,0,3,6495,0,1,6495,0,23,0,4,Lent,N
1201,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,3,19,6566,7459,5,2805,2080,41,992,4,Lent,N
1206,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Appartement,Employe de bureau,0,18,4078,2283,2,3180,2771,41,1058,4,Lent,N
1208,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Employe,0,22,10219,0,2,5109,904,48,2529,4,Lent,N
1213,TV,Marie,Mme,M.,Oui,Non,Famille,Appartement,Retraite,0,40,5414,6952,2,6183,840,60,1628,4,Lent,N
1214,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Ouvrier,0,6,9762,12269,2,11015,3042,73,0,3,Rapide,N
1217,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Representant,1,13,6145,8773,3,4972,1750,32,561,4,Lent,N
1219,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,1,3,6561,0,3,2187,0,24,248,4,Lent,N
1221,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Retraite,0,0,5179,5644,2,5411,0,63,0,4,Lent,N
1226,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Retraite,0,15,24731,15999,2,20365,857,74,599,1,Rapide,N
1227,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Ouvrier qualifie,1,8,9172,5968,3,5046,3324,34,391,4,Lent,N
1228,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Appartement,Inactif,0,7,9726,7011,2,8368,0,22,491,1,Rapide,N
1232,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,3,12672,0,1,12672,1328,32,120,3,Rapide,N
1233,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,1,12,6556,3979,3,3511,1440,30,868,3,Lent,N
1236,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Cadre,0,6,19386,17457,2,18421,0,55,1534,4,Lent,N
1239,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Appartement,Retraite,0,30,9896,11408,2,10652,0,53,0,4,Lent,N
1240,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier,0,32,5711,8150,2,6930,0,50,950,4,Lent,N
1241,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe,0,9,7958,8841,2,8399,0,45,0,3,Lent,N
1244,TV,Marie,M.,M.,Oui,Oui,Famille,Appartement,Representant,1,0,8640,7992,3,5544,0,49,2480,4,Lent,N
1245,TV,Divorce,M.,Aucun,Non,Oui,Famille,Appartement,Ouvrier,1,6,7218,0,2,3609,0,37,1309,2,Normal,N
1247,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Representant,2,5,24000,0,4,6000,5120,38,2914,3,Rapide,N
1248,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Appartement,Retraite,1,28,10242,10513,3,6918,0,57,0,2,Normal,N
1249,Autre,Marie,M.,Aucun,Non,Oui,Proprietaire,Appartement,Representant,2,8,13193,0,3,4397,2599,49,862,2,Normal,N
1252,Autre,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Cadre,0,6,8942,5409,2,7175,1748,23,0,4,Lent,N
1253,TV,Celibataire,M.,Aucun,Non,Oui,Famille,Maison,Representant,0,3,11075,0,1,11075,0,23,2530,3,Rapide,N
1255,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,8,6177,0,1,6177,0,26,372,4,Lent,N
1256,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Ouvrier,1,19,5251,7127,3,4126,0,45,0,4,Lent,N
1258,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Cadre,3,16,12228,0,5,2445,2932,48,1421,4,Lent,N
1260,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Ouvrier,0,23,6698,0,2,3349,0,50,1079,3,Rapide,N
1261,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Employe,0,3,4433,7357,2,5895,1490,49,0,4,Lent,N
1262,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe,4,9,8211,10347,6,4426,2800,38,744,4,Lent,N
1263,TV,Marie,Mme,M.,Oui,Non,Famille,Maison,Employe,2,14,9072,7334,4,4101,0,44,1079,4,Lent,N
1265,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Cadre,1,18,4579,6249,3,3609,0,30,1453,4,Lent,N
1268,Courrier,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Representant,1,17,12979,10402,3,7793,929,39,1255,3,Rapide,N
1269,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,1,7,6067,5904,3,3990,1440,32,1010,1,Rapide,N
1270,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Cadre,0,5,17886,16606,2,17246,0,51,1407,4,Lent,N
1272,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Representant,3,13,6192,4742,5,2186,2920,44,0,3,Lent,N
1273,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Representant,1,9,9183,6119,3,5100,1513,44,2008,4,Lent,N
1274,TV,Separe,M.,Aucun,Non,Non,Locataire,Appartement,Representant,0,24,11433,0,1,11433,1600,44,0,3,Lent,N
1276,Courrier,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Representant,2,16,14384,11179,4,6390,896,38,1183,3,Rapide,N
1278,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,0,10,8553,9302,2,8927,2000,52,0,4,Lent,N
1284,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Ouvrier qualifie,2,23,13339,14533,4,6968,5223,42,345,3,Lent,N
1285,Autre,Divorce,M.,Aucun,Non,Non,Proprietaire,Maison,Ouvrier,0,19,7863,0,1,7863,2813,34,0,4,Lent,N
1287,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,7,8438,0,1,8438,1680,29,372,4,Lent,N
1288,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Cadre,0,5,29516,0,2,14758,0,47,480,3,Rapide,N
1293,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Chomeur,4,19,0,0,6,0,0,36,0,3,Lent,N
1295,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Inactif,0,25,3192,4608,2,3900,892,56,372,4,Lent,N
1296,Autre,Celibataire,Mlle,Aucun,Non,Oui,Locataire,Appartement,Employe de bureau,0,3,3580,0,1,3580,1140,36,496,4,Lent,N
1297,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Retraite,1,20,5491,5827,3,3772,0,62,0,4,Lent,N
1302,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,0,30,8140,6604,2,7372,1600,48,248,4,Lent,N
1304,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,2,10,5524,5803,4,2831,2184,28,303,4,Lent,N
1305,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,2,15,6240,0,4,1560,1040,33,434,3,Rapide,N
1308,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier qualifie,1,23,11447,0,3,3815,0,56,907,4,Lent,N
1309,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,0,23,8030,6480,2,7255,0,66,868,4,Lent,N
1310,TV,Celibataire,Mlle,Aucun,Non,Non,Famille,Maison,Ouvrier,1,13,6065,0,2,3032,0,35,0,2,Normal,N
1311,TV,Marie,Mme,M.,Non,Non,Locataire,Appartement,Employe de bureau,1,17,3835,5097,3,2977,1040,46,744,4,Lent,N
1314,TV,Separe,Mme,Aucun,Non,Non,Locataire,Appartement,Cadre,0,12,8160,0,1,8160,0,46,0,4,Lent,N
1316,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Employe,0,3,4718,7185,2,5951,1600,49,0,4,Lent,N
1318,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Cadre,0,2,9652,0,1,9652,400,32,744,4,Lent,N
1320,TV,Concubin,M.,Mme,Oui,Non,Locataire,Appartement,Employe de bureau,1,26,10627,6220,3,5615,2220,48,1643,4,Lent,N
1324,Autre,Marie,Mme,M.,Oui,Oui,Locataire,Appartement,Ouvrier,0,16,6902,7536,2,7219,800,53,992,3,Rapide,N
1325,Autre,Divorce,M.,Mme,Oui,Non,Locataire,Appartement,Representant,2,6,9600,5832,4,3858,1680,42,1426,4,Lent,N
1330,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Cadre,0,5,31680,0,2,15840,0,45,496,3,Rapide,N
1331,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Enseignant,2,23,11155,14270,4,6356,4000,42,124,4,Lent,N
1334,Autre,Veuf,Mme,Aucun,Non,Non,Proprietaire,Appartement,Retraite,1,30,13440,0,2,6720,0,57,2480,4,Lent,N
1335,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Employe de bureau,0,21,6883,5074,2,5978,2272,43,0,4,Lent,N
1336,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Employe de bureau,1,12,7638,0,3,2546,1538,45,1206,3,Rapide,N
1341,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe de bureau,1,7,11271,18320,3,9863,3306,41,0,4,Lent,N
1343,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier qualifie,1,21,11148,0,3,3716,0,48,1062,4,Lent,N
1344,Courrier,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,1,20,7708,7819,3,5175,400,50,744,3,Lent,N
1345,Courrier,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Retraite,2,0,7737,11798,4,4883,2000,44,2170,2,Normal,N
1347,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,0,0,9273,5572,2,7422,0,79,0,3,Rapide,N
1353,Courrier,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Employe de bureau,1,21,8428,0,2,4214,0,41,310,4,Lent,N
1354,Autre,Marie,M.,Aucun,Non,Non,Proprietaire,Appartement,Cadre,0,27,14815,0,1,14815,3927,52,2209,1,Rapide,N
1355,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Ouvrier,3,7,1920,1128,5,609,0,37,0,4,Lent,N
1356,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Retraite,0,8,9120,10305,2,9712,0,70,0,3,Rapide,N
1362,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe de bureau,1,12,8073,7440,3,5171,3360,41,868,4,Lent,N
1365,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe de bureau,2,8,10703,18381,4,7271,3160,45,0,2,Normal,N
1369,Autre,Marie,M.,Mme,Oui,Oui,Famille,Maison,Ouvrier qualifie,0,2,8726,7569,2,8147,0,46,1903,4,Lent,N
1374,Autre,Divorce,M.,Aucun,Non,Non,Locataire,Appartement,Cadre,2,6,20640,0,3,6880,1520,46,1550,4,Lent,N
1375,Courrier,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Retraite,0,32,0,0,2,0,1904,59,0,4,Lent,N
1377,TV,Marie,Mme,M.,Oui,Non,Famille,Maison,Chomeur,0,12,0,0,2,0,0,48,0,4,Lent,N
1378,Autre,Concubin,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,26,16560,0,1,16560,2800,44,0,4,Lent,N
1381,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,3,7,7488,6470,5,2791,4544,40,372,4,Lent,N
1384,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Representant,2,17,0,0,4,0,1440,37,868,4,Lent,N
1388,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Maison,Representant,0,7,8870,0,1,8870,0,26,496,4,Lent,N
1391,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Ouvrier qualifie,1,9,8511,6087,3,4866,3108,36,346,4,Lent,N
1392,Courrier,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Retraite,0,30,11570,13190,2,12380,2728,61,0,4,Lent,N
1395,Autre,Divorce,M.,Aucun,Non,Non,Locataire,Appartement,Representant,0,18,9120,0,1,9120,0,36,0,4,Lent,N
1396,Courrier,Marie,Mme,M.,Oui,Oui,Famille,Appartement,Retraite,0,22,4435,3826,2,4130,0,63,556,4,Lent,N
1399,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Representant,2,10,11380,5841,4,4305,5280,42,744,3,Rapide,N
1401,Autre,Divorce,Mme,Aucun,Non,Oui,Locataire,Appartement,Retraite,2,14,7099,0,3,2366,1840,42,0,3,Rapide,N
1406,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,1,9,7008,5150,3,4052,0,46,0,4,Lent,N
1409,TV,Concubin,Mme,M.,Oui,Non,Locataire,Maison,Employe,2,18,8697,5116,4,3453,5600,46,589,1,Rapide,N
1410,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Representant,0,6,17280,0,1,17280,0,26,0,4,Lent,N
1411,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Appartement,Inactif,0,7,9034,6193,2,7613,0,21,535,1,Rapide,N
1413,TV,Separe,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier,1,9,5568,0,2,2784,1376,28,434,4,Lent,N
1414,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Representant,1,9,9742,5233,3,4991,1562,47,1874,4,Lent,N
1416,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Representant,2,11,7468,7396,4,3716,808,29,1426,4,Lent,N
1417,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe,3,15,5937,6340,5,2455,2240,35,248,4,Lent,N
1419,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Appartement,Employe de bureau,2,17,7787,4463,4,3062,2085,35,615,4,Lent,N
1420,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Employe de bureau,2,11,8046,0,4,2011,1455,39,1153,2,Normal,N
1422,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Representant,3,13,6187,5069,5,2251,2762,42,0,4,Lent,N
1424,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Employe de bureau,2,12,7492,0,4,1873,1442,46,1169,2,Normal,N
1425,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,0,29,7776,0,1,7776,0,70,0,4,Lent,N
1426,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,3,10531,0,1,10531,2400,62,992,4,Lent,N
1429,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,1,21,6988,6283,3,4423,2052,44,248,4,Lent,N
1434,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe,1,5,9254,9465,3,6239,976,40,0,4,Lent,N
1435,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier qualifie,1,6,8721,0,3,2907,0,45,744,4,Lent,N
1436,TV,Celibataire,Mme,Aucun,Non,Non,Proprietaire,Maison,Ouvrier,1,13,29491,0,2,14745,0,26,1326,3,Rapide,N
1438,Autre,Celibataire,Mlle,Aucun,Non,Non,Famille,Maison,Employe de bureau,0,3,7584,0,1,7584,0,28,744,4,Lent,N
1439,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Employe,0,3,4953,7215,2,6084,1759,49,0,4,Lent,N
1440,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,2,6158,0,1,6158,1280,22,124,3,Lent,N
1441,Autre,Marie,M.,Mme,Oui,Non,Famille,Appartement,Ouvrier,0,16,5652,5349,2,5500,0,30,0,4,Lent,N
1444,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,3,7,7881,4920,5,2560,3280,36,620,4,Lent,N
1447,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,12,17016,0,1,17016,0,52,0,4,Lent,N
1449,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Employe,0,3,4529,7241,2,5885,1616,49,0,4,Lent,N
1452,TV,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Enseignant,1,7,12580,19296,3,10625,1120,57,1240,4,Lent,N
1453,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Cadre,3,17,12883,0,5,2576,3200,52,1364,4,Lent,N
1454,TV,Concubin,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,0,5,6057,6528,2,6292,588,23,496,2,Normal,N
1455,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier,3,15,6996,4451,5,2289,1529,41,0,3,Lent,N
1457,Courrier,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Ouvrier,3,6,3724,6458,5,2036,1831,38,200,4,Lent,N
1463,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Employe de bureau,0,20,7371,4658,2,6014,1988,36,0,4,Lent,N
1464,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier,3,16,7491,4317,5,2361,1433,47,0,4,Lent,N
1465,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Cadre,0,6,16579,18728,2,17653,0,55,1423,4,Lent,N
1467,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Retraite,0,38,14901,0,2,7450,0,65,2456,4,Lent,N
1469,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Cadre,1,6,17942,16624,3,11522,0,47,1462,2,Normal,N
1470,TV,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,12,6240,0,1,6240,0,60,0,3,Rapide,N
1472,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier qualifie,1,24,10542,0,3,3514,0,51,1086,4,Lent,N
1473,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Appartement,Employe de bureau,0,19,3922,2498,2,3210,2549,42,942,4,Lent,N
1478,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,1,24,7968,6153,3,4707,772,50,744,4,Lent,N
1480,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Chomeur,4,21,0,0,6,0,0,40,0,4,Lent,N
1484,Autre,Celibataire,Mlle,Aucun,Non,Non,Proprietaire,Appartement,Ouvrier,0,15,6399,0,1,6399,0,38,0,3,Rapide,N
1485,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Retraite,0,15,4444,0,1,4444,0,55,0,4,Lent,N
1486,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,3,6624,0,1,6624,0,23,248,4,Lent,N
1487,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,0,10,6691,9691,2,8191,0,48,0,4,Lent,N
1489,Autre,Concubin,Mme,M.,Oui,Non,Proprietaire,Maison,Retraite,0,14,3228,4507,2,3867,0,65,0,4,Lent,N
1492,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Representant,1,16,4708,5256,3,3321,1192,30,372,4,Lent,N
1495,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Cadre,1,19,11263,6409,3,5890,0,50,1615,2,Normal,N
1496,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,0,6,8539,5088,2,6813,3296,42,0,4,Lent,N
1498,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,3,13,10022,0,5,2004,1600,30,868,4,Lent,N
1499,TV,Marie,Mme,M.,Oui,Oui,Famille,Maison,Ouvrier,0,19,2079,2177,2,2128,0,36,0,4,Lent,N
1500,TV,Concubin,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,2,8,6211,7310,4,3380,1280,24,682,1,Rapide,N
1504,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Enseignant,1,28,27046,47229,3,24758,2320,44,817,2,Normal,N
1505,Autre,Celibataire,M.,Aucun,Non,Non,Famille,Maison,Inactif,0,17,2990,0,1,2990,0,33,0,3,Rapide,N
1507,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Ouvrier qualifie,2,25,13920,15729,4,7412,5256,43,372,4,Lent,N
1508,Courrier,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Retraite,0,33,0,0,2,0,2198,50,0,4,Lent,N
1513,Courrier,Celibataire,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier qualifie,0,20,11131,5856,2,8493,1520,50,496,4,Lent,N
1517,Autre,Divorce,M.,Aucun,Non,Oui,Proprietaire,Appartement,Enseignant,0,14,25753,0,1,25753,0,42,561,3,Rapide,N
1519,TV,Celibataire,M.,Mme,Oui,Oui,Locataire,Appartement,Ouvrier qualifie,0,10,8160,5289,2,6724,2800,57,744,3,Lent,N
1521,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Appartement,Retraite,1,32,10466,11146,3,7204,3519,70,0,4,Lent,N
