CODE_CLIENT,RAISON,STATUT_MARITAL,TITRE,TITRE_COEMP,GARANTIE,ASSURANCE,LOGEMENT,TYPE_LOGEMENT,PROFESSION,ENFANTS,ANCIENNETE_BANCAIRE,SALAIRE,SALAIRE_COEMP,NB_PERS,REVENU/TETE,LOYER,AGE,EMPRUNTS_COURANTS,DUREE_EMPRUNT,REMBOURSEMENT,SUCCES
448,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,0,17,3936,4804,2,4370,168,69,1984,3,Rapide,N
451,Autre,Marie,Mme,M.,Oui,Oui,Locataire,Appartement,Retraite,0,18,5486,7464,2,6475,1156,58,0,4,Lent,N
453,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,0,23,5760,5644,2,5702,720,67,0,4,Lent,N
454,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Retraite,0,12,6912,0,1,6912,1688,35,0,4,Lent,N
457,Courrier,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Cadre,0,8,16800,0,1,16800,800,34,207,3,Rapide,N
459,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,1,14,5952,4828,3,3593,1068,46,1364,4,Lent,N
461,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Ouvrier,1,20,7008,0,3,2336,2080,44,992,4,Lent,N
468,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Appartement,Retraite,0,4,8204,9826,2,9015,2418,56,1071,4,Lent,N
471,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Representant,1,13,5908,9052,3,4986,1760,32,561,4,Lent,N
472,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe,0,25,8697,10857,2,9777,0,45,359,4,Lent,N
473,Courrier,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Representant,1,5,11307,5773,3,5693,3108,29,0,1,Rapide,N
474,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Retraite,0,41,13738,0,2,6869,0,58,2213,4,Lent,N
475,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Representant,0,30,23040,0,2,11520,0,60,868,4,Lent,N
481,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,0,18,6974,0,2,3487,1584,49,1054,4,Lent,N
482,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Retraite,0,8,9753,9418,2,9585,0,69,0,3,Rapide,N
489,Autre,Celibataire,Mlle,Aucun,Non,Non,Proprietaire,Appartement,Ouvrier,0,15,7149,0,1,7149,0,37,0,1,Rapide,N
490,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Employe de bureau,1,13,7883,0,3,2627,1559,45,1176,3,Rapide,N
491,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Enseignant,3,14,27407,37407,5,12962,1993,36,0,2,Normal,N
492,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Representant,1,5,9600,0,2,4800,2640,45,372,4,Lent,N
493,Courrier,Celibataire,Mlle,M.,Oui,Non,Locataire,Maison,Representant,1,2,8640,5726,3,4788,1600,33,0,3,Rapide,N
495,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Ouvrier qualifie,0,10,7893,12224,2,10058,1578,52,211,4,Lent,N
496,Autre,Celibataire,Mlle,Aucun,Non,Non,Proprietaire,Maison,Retraite,0,11,5435,0,1,5435,0,64,0,4,Lent,N
499,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Employe,2,2,6288,6729,4,3254,940,28,592,3,Lent,N
501,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,0,5,9048,8865,2,8956,768,33,0,3,Rapide,N
502,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Cadre,4,18,13518,0,6,2253,3459,49,1336,2,Normal,N
503,Autre,Marie,M.,Aucun,Non,Non,Proprietaire,Appartement,Cadre,0,25,13620,0,1,13620,3564,47,1986,1,Rapide,N
507,Autre,Celibataire,M.,Aucun,Non,Oui,Famille,Maison,Ouvrier qualifie,0,3,10560,0,1,10560,0,31,1736,3,Rapide,N
510,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Employe de bureau,1,12,7411,0,3,2470,1424,42,1153,3,Rapide,N
511,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Cadre,0,19,10734,5848,2,8291,0,49,1635,4,Lent,N
514,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Appartement,Retraite,2,34,10284,11140,4,5356,3135,64,0,2,Normal,N
515,TV,Veuf,Mme,Aucun,Non,Oui,Locataire,Appartement,Retraite,0,9,5577,0,1,5577,1268,62,0,4,Lent,N
519,Autre,Celibataire,M.,Aucun,Non,Non,Famille,Maison,Inactif,0,17,2813,0,1,2813,0,33,0,3,Rapide,N
523,Autre,Veuf,Mme,Aucun,Non,Non,Proprietaire,Appartement,Retraite,1,29,14426,0,2,7213,0,58,2523,4,Lent,N
524,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe de bureau,1,12,8628,7706,3,5444,3525,40,880,4,Lent,N
527,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,2,0,9211,9868,4,4769,3184,29,1426,4,Lent,N
529,Courrier,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,0,12,6326,6715,2,6520,1448,25,806,4,Lent,N
532,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Cadre,2,8,7905,5299,4,3301,4000,31,0,4,Lent,N
533,Autre,Marie,M.,Mme,Oui,Non,Famille,Appartement,Ouvrier,0,14,6189,4701,2,5445,0,33,0,4,Lent,N
536,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Employe,2,7,6705,5491,4,3049,1540,26,124,3,Rapide,N
537,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier qualifie,1,6,7993,0,3,2664,0,48,797,4,Lent,N
538,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Enseignant,2,15,13214,9308,4,5630,3672,50,1165,4,Lent,N
539,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Representant,1,18,10147,0,3,3382,2304,36,124,4,Lent,N
540,Courrier,Celibataire,Mlle,Aucun,Non,Oui,Famille,Appartement,Ouvrier,0,0,9349,0,1,9349,0,27,0,3,Rapide,N
542,TV,Veuf,Mme,Aucun,Non,Non,Proprietaire,Maison,Employe de bureau,1,24,6611,0,2,3305,0,49,1403,2,Normal,N
544,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Appartement,Retraite,0,30,9859,11040,2,10449,0,57,0,4,Lent,N
546,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Appartement,Ouvrier,0,14,6717,0,2,3358,1888,40,233,4,Lent,N
548,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Ouvrier,1,22,5750,0,3,1916,0,50,987,2,Normal,N
549,TV,Marie,M.,M.,Oui,Oui,Famille,Appartement,Representant,1,0,9126,7574,3,5566,0,53,2259,4,Lent,N
550,Courrier,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Ouvrier,0,26,7747,0,1,7747,0,47,0,4,Lent,N
551,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Appartement,Retraite,1,34,9827,12560,3,7462,2976,61,0,4,Lent,N
553,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,4,18,7665,6374,6,2339,800,39,372,4,Lent,N
554,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,0,15,10488,5865,2,8176,2216,64,0,4,Lent,N
556,Courrier,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Retraite,0,35,0,0,2,0,2049,52,0,4,Lent,N
559,TV,Divorce,Mlle,Aucun,Non,Non,Locataire,Maison,Ouvrier qualifie,4,4,14601,0,5,2920,0,37,868,4,Lent,N
562,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Representant,0,6,5712,0,1,5712,644,30,248,4,Lent,N
564,Autre,Marie,Mme,Mme,Oui,Oui,Proprietaire,Maison,Retraite,1,6,4278,0,3,1426,0,66,0,2,Normal,N
565,Courrier,Celibataire,Mlle,Aucun,Non,Oui,Famille,Appartement,Ouvrier,0,0,9496,0,1,9496,0,24,0,3,Rapide,N
568,Autre,Celibataire,Mlle,Aucun,Non,Non,Proprietaire,Maison,Retraite,0,9,5601,0,1,5601,0,59,0,4,Lent,N
569,TV,Celibataire,Mlle,Aucun,Non,Non,Famille,Appartement,Employe de bureau,0,3,5778,0,1,5778,0,22,0,4,Lent,N
570,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,7,2438,0,1,2438,1356,24,0,2,Normal,N
574,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Ouvrier,0,24,6058,0,2,3029,0,50,1018,3,Rapide,N
576,Autre,Celibataire,M.,Mlle,Oui,Non,Locataire,Appartement,Employe,0,7,5328,0,2,2664,1120,27,0,4,Lent,N
577,Autre,Divorce,M.,Aucun,Non,Oui,Famille,Appartement,Ouvrier,0,13,8203,0,1,8203,0,31,372,4,Lent,N
581,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Enseignant,0,32,30838,47719,2,39278,2368,45,812,4,Lent,N
582,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Inactif,0,26,6000,6331,2,6165,3200,54,868,4,Lent,N
586,TV,Celibataire,M.,Aucun,Non,Oui,Famille,Maison,Representant,0,3,10217,0,1,10217,0,22,2547,3,Rapide,N
588,Autre,Concubin,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,0,6,5932,5644,2,5788,0,29,0,1,Rapide,N
591,Autre,Marie,Mme,Mme,Oui,Oui,Proprietaire,Maison,Retraite,0,6,4224,0,2,2112,0,61,0,4,Lent,N
597,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Retraite,0,32,5576,8507,2,7041,0,52,450,3,Lent,N
598,TV,Divorce,M.,Aucun,Non,Oui,Famille,Appartement,Ouvrier,0,6,6720,0,1,6720,0,40,1240,4,Lent,N
599,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Appartement,Employe,3,3,5952,8521,5,2894,2162,32,0,2,Normal,N
603,Autre,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier qualifie,1,6,9097,0,3,3032,0,42,724,4,Lent,N
604,Autre,Celibataire,Mlle,Aucun,Non,Non,Famille,Maison,Employe de bureau,0,3,8338,0,1,8338,0,30,780,4,Lent,N
608,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Appartement,Retraite,0,33,9803,10627,2,10215,0,58,0,4,Lent,N
609,Autre,Celibataire,M.,Aucun,Non,Oui,Famille,Maison,Ouvrier qualifie,0,3,10351,0,1,10351,0,32,1769,3,Rapide,N
611,Autre,Divorce,M.,Aucun,Non,Non,Locataire,Maison,Ouvrier,0,4,7200,0,1,7200,0,29,620,4,Lent,N
612,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Representant,0,3,6806,0,1,6806,0,23,601,4,Lent,N
614,TV,Marie,Mme,M.,Oui,Oui,Locataire,Maison,Chomeur,2,9,0,0,4,0,960,26,744,4,Lent,N
616,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,0,6,2942,3960,2,3451,1560,39,0,4,Lent,N
618,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Representant,1,10,8720,5145,3,4621,1691,43,1683,4,Lent,N
619,Courrier,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Retraite,2,0,8270,11945,4,5053,2177,46,2279,2,Normal,N
620,Autre,Divorce,M.,Aucun,Non,Oui,Proprietaire,Appartement,Enseignant,1,15,24491,0,2,12245,0,41,659,2,Normal,N
621,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,2,15,8640,0,4,2160,0,36,620,3,Rapide,N
626,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,2,7,12019,0,4,3004,1440,41,0,4,Lent,N
627,Autre,Marie,Mme,M.,Oui,Oui,Famille,Appartement,Ouvrier qualifie,0,23,9558,14840,2,12199,0,47,2233,3,Lent,N
630,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,3,11481,0,1,11481,1120,33,930,4,Lent,N
632,TV,Celibataire,M.,Mme,Oui,Non,Proprietaire,Maison,Retraite,0,9,12874,0,2,6437,1570,76,786,4,Lent,N
634,Courrier,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,1,11,5385,4363,3,3249,856,34,744,4,Lent,N
636,Autre,Divorce,M.,Aucun,Non,Oui,Proprietaire,Appartement,Enseignant,0,14,25920,0,1,25920,0,41,620,3,Rapide,N
638,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Appartement,Retraite,0,32,9626,10950,2,10288,0,61,0,4,Lent,N
639,TV,Celibataire,M.,Aucun,Non,Oui,Famille,Maison,Representant,0,3,10262,0,1,10262,0,24,2790,3,Rapide,N
640,Courrier,Marie,Mme,M.,Oui,Oui,Famille,Appartement,Retraite,0,21,4627,3734,2,4180,0,65,527,4,Lent,N
641,Autre,Celibataire,Mme,Aucun,Non,Non,Famille,Appartement,Retraite,1,24,7566,0,2,3783,0,46,337,3,Rapide,N
642,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,3,19,6691,5956,5,2529,2960,37,0,3,Rapide,N
645,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe,0,9,7174,8937,2,8055,0,42,0,4,Lent,N
646,TV,Marie,Mme,Aucun,Non,Non,Proprietaire,Maison,Ouvrier qualifie,0,20,12384,0,1,12384,0,56,1364,3,Rapide,N
654,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,1,18,6993,5020,3,4004,2240,48,186,4,Lent,N
655,Autre,Divorce,Mme,Aucun,Non,Non,Proprietaire,Maison,Ouvrier qualifie,0,17,8492,0,1,8492,1437,46,256,3,Rapide,N
658,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Ouvrier,3,7,1749,1021,5,554,0,40,0,4,Lent,N
665,TV,Marie,Mme,M.,Oui,Non,Famille,Maison,Employe,2,15,8376,7934,4,4077,0,44,1013,4,Lent,N
666,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Cadre,0,8,13728,0,1,13728,1076,29,1388,3,Rapide,N
671,Courrier,Divorce,Mme,Aucun,Non,Oui,Proprietaire,Maison,Cadre,1,4,9669,0,2,4834,1354,42,1048,2,Normal,N
672,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,3,25,9844,6148,5,3198,2620,41,620,4,Lent,N
673,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Ouvrier qualifie,0,8,7715,7358,2,7536,1176,44,880,4,Lent,N
674,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Appartement,Ouvrier,0,14,5811,0,2,2905,2239,43,224,4,Lent,N
677,TV,Celibataire,M.,Mme,Oui,Non,Proprietaire,Maison,Retraite,0,10,11788,0,2,5894,1440,70,806,4,Lent,N
680,Courrier,Divorce,Mme,Aucun,Non,Oui,Proprietaire,Maison,Cadre,2,4,9553,0,3,3184,1389,36,1031,3,Rapide,N
683,Autre,Celibataire,M.,Aucun,Non,Non,Famille,Maison,Inactif,0,18,2790,0,1,2790,0,32,0,3,Rapide,N
684,Autre,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Ouvrier,0,6,9600,12528,2,11064,3200,67,0,3,Rapide,N
688,TV,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier,1,10,8360,6656,3,5005,0,48,879,4,Lent,N
689,TV,Separe,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,1,10,5577,5808,3,3795,960,39,0,4,Lent,N
690,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Employe,1,18,7099,0,3,2366,0,40,0,3,Rapide,N
695,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Appartement,Retraite,1,33,11320,11065,3,7461,3414,63,0,4,Lent,N
696,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Ouvrier qualifie,1,8,9632,5467,3,5033,2987,39,352,4,Lent,N
697,Courrier,Divorce,Mme,Aucun,Non,Oui,Proprietaire,Maison,Cadre,1,4,10037,0,2,5018,1369,37,936,2,Normal,N
700,Autre,Concubin,Mme,M.,Oui,Non,Proprietaire,Maison,Retraite,0,14,3279,5010,2,4144,0,65,0,4,Lent,N
702,TV,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Ouvrier,1,20,7309,0,3,2436,1981,45,941,4,Lent,N
703,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,0,10,8649,7022,2,7835,2000,61,0,3,Rapide,N
704,Autre,Celibataire,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,9,6240,0,1,6240,0,72,0,4,Lent,N
706,Autre,Concubin,Mme,M.,Oui,Non,Locataire,Maison,Retraite,4,17,8881,10246,6,4521,3444,37,620,3,Rapide,N
709,TV,Celibataire,M.,Mme,Oui,Non,Proprietaire,Maison,Retraite,0,9,12523,0,2,6261,1533,67,757,4,Lent,N
710,Autre,Divorce,M.,Aucun,Non,Oui,Proprietaire,Appartement,Cadre,1,11,20301,0,2,10150,2248,51,783,2,Normal,N
711,TV,Celibataire,Mlle,Aucun,Non,Non,Famille,Appartement,Cadre,0,4,7894,0,1,7894,0,28,1024,4,Lent,N
713,Autre,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Cadre,0,20,11131,6259,2,8695,0,46,1537,4,Lent,N
715,TV,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,1,20,9700,4920,3,4873,2240,44,868,4,Lent,N
716,TV,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Enseignant,1,6,13643,20511,3,11384,1058,52,1193,4,Lent,N
717,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Cadre,0,8,9792,0,1,9792,2400,53,0,3,Rapide,N
719,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Ouvrier qualifie,1,10,8501,12540,3,7013,1577,47,225,2,Normal,N
720,Autre,Concubin,M.,Aucun,Non,Non,Locataire,Appartement,Representant,1,0,12028,0,2,6014,560,26,830,3,Rapide,N
721,Courrier,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Retraite,3,0,7711,12848,5,4111,1821,42,1986,3,Rapide,N
723,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Employe,2,10,8083,0,4,2020,1088,33,620,4,Lent,N
1159,Autre,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Representant,1,11,9241,5149,3,4796,1471,48,1999,4,Lent,N
1160,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Representant,3,5,8347,6657,5,3000,1200,35,1240,3,Rapide,N
1162,TV,Concubin,Mme,M.,Oui,Non,Locataire,Maison,Retraite,2,5,5553,4224,4,2444,2400,24,868,4,Lent,N
1382,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,2,18,11788,15144,4,6733,3840,41,744,3,Lent,O
1383,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,1,8,6681,8808,3,5163,3920,32,930,4,Lent,O
1385,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier qualifie,1,26,16958,10396,3,9118,964,52,620,3,Rapide,O
1386,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,2,15,8544,8779,4,4330,3200,33,0,4,Lent,O
1387,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Retraite,0,6,6432,0,1,6432,1200,25,372,4,Lent,O
1389,Autre,Celibataire,Mme,Aucun,Non,Non,Locataire,Appartement,Cadre,0,4,17419,0,1,17419,2400,54,0,4,Lent,O
1390,Autre,Celibataire,Mlle,Aucun,Non,Oui,Famille,Maison,Representant,0,6,16833,0,1,16833,1223,36,0,3,Rapide,O
1393,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,3,17,10819,0,5,2163,2052,41,1612,4,Lent,O
1394,Autre,Marie,Mme,M.,Non,Non,Locataire,Maison,Ouvrier qualifie,1,23,12288,18998,3,10428,748,42,744,3,Rapide,O
1397,TV,Separe,Mme,Aucun,Non,Non,Locataire,Appartement,Enseignant,1,10,10080,0,2,5040,2400,35,868,3,Rapide,O
1398,Autre,Marie,M.,Aucun,Non,Non,Locataire,Maison,Employe de bureau,0,17,11520,0,1,11520,0,54,744,3,Rapide,O
1400,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,0,10,7622,7142,2,7382,0,63,372,1,Rapide,O
1402,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,5,7372,0,1,7372,1680,32,1450,3,Lent,O
1403,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,1,28,7003,4521,3,3841,536,46,496,3,Lent,O
1404,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,13,7392,0,1,7392,1440,33,821,4,Lent,O
1405,Courrier,Marie,M.,Mme,Oui,Non,Proprietaire,Maison,Representant,2,5,10819,10178,4,5249,2931,28,0,2,Normal,O
1407,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier qualifie,1,17,8673,12379,3,7017,2640,38,0,4,Lent,O
1408,TV,Concubin,Mlle,M.,Oui,Non,Locataire,Maison,Employe de bureau,0,3,14208,23745,2,18976,5600,27,0,4,Lent,O
1412,Courrier,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,5,9600,0,1,9600,0,27,0,3,Rapide,O
1415,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Maison,Ouvrier qualifie,0,9,9230,0,1,9230,0,29,985,4,Lent,O
1418,TV,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,30,3993,0,1,3993,376,57,186,1,Rapide,O
1421,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,3,20,7267,7656,5,2984,3120,38,0,4,Lent,O
1423,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Chomeur,0,8,0,0,2,0,1432,54,0,4,Lent,O
1427,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Cadre,0,22,11428,0,2,5714,1888,55,496,4,Lent,O
1428,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Cadre,3,18,9052,9883,5,3787,3196,39,930,4,Lent,O
1430,Courrier,Celibataire,M.,Aucun,Non,Non,Locataire,Maison,Ouvrier,0,4,5664,0,1,5664,0,21,0,4,Lent,O
1431,Autre,Celibataire,M.,Mme,Oui,Non,Locataire,Appartement,Employe,0,16,8131,0,2,4065,2240,34,0,4,Lent,O
1432,TV,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Ouvrier,1,15,5745,0,2,2872,800,47,620,4,Lent,O
1433,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,0,5,3360,4598,2,3979,0,59,0,3,Lent,O
1437,Autre,Separe,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,4,7948,0,1,7948,1256,49,620,4,Lent,O
1442,TV,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,0,23,9192,0,1,9192,2032,71,1568,1,Rapide,O
1443,Autre,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Chomeur,3,8,0,0,5,0,2308,36,372,3,Rapide,O
1445,Courrier,Celibataire,Mme,Aucun,Non,Oui,Proprietaire,Maison,Cadre,0,6,5977,0,1,5977,0,23,894,4,Lent,O
1446,Autre,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Cadre,3,5,6720,8443,5,3032,0,39,682,4,Lent,O
1448,Autre,Veuf,M.,Aucun,Non,Non,Locataire,Maison,Retraite,0,10,7800,0,1,7800,1904,54,0,4,Lent,O
1450,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Chomeur,0,29,0,0,2,0,2400,54,155,4,Lent,O
1451,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Representant,0,20,35030,32068,2,33549,3240,49,0,4,Lent,O
1456,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,1,9,10900,0,2,5450,4000,36,620,4,Lent,O
1458,Courrier,Concubin,Mme,M.,Oui,Non,Locataire,Maison,Retraite,2,11,2688,1425,4,1028,3840,29,0,4,Lent,O
1459,TV,Marie,M.,M.,Oui,Non,Locataire,Maison,Employe,3,18,6441,6729,5,2634,2164,39,775,3,Rapide,O
1460,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier qualifie,1,12,8784,0,3,2928,1680,50,0,4,Lent,O
1461,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe,3,23,5001,5596,5,2119,0,33,496,4,Lent,O
1462,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Ouvrier,1,5,8428,0,2,4214,4000,46,0,4,Lent,O
1466,TV,Concubin,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier,2,15,6761,0,4,1690,4435,33,0,2,Normal,O
1468,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Cadre,0,13,10540,0,1,10540,2468,52,2480,4,Lent,O
1471,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,0,25,11520,12196,2,11858,1520,49,0,3,Rapide,O
1474,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,6,8256,0,1,8256,1400,28,0,3,Rapide,O
1475,Autre,Celibataire,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,3,5760,0,1,5760,3080,54,155,4,Lent,O
1476,Autre,Divorce,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier qualifie,1,3,13401,7622,3,7007,0,38,372,3,Rapide,O
1477,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,6,6326,0,1,6326,1200,26,0,1,Rapide,O
1479,Courrier,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Ouvrier qualifie,0,8,13324,0,1,13324,0,50,2480,4,Lent,O
1481,Courrier,Concubin,M.,Mme,Oui,Non,Locataire,Maison,Representant,0,2,14232,14995,2,14613,2480,47,372,3,Rapide,O
1482,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,0,7,7540,6892,2,7216,1240,27,744,4,Lent,O
1483,Autre,Separe,Mme,Aucun,Non,Non,Locataire,Appartement,Employe,0,10,9024,0,1,9024,1248,53,496,4,Lent,O
1488,Autre,Concubin,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier qualifie,0,11,12960,9628,2,11294,2240,37,1748,4,Lent,O
1490,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Cadre,0,18,9600,0,2,4800,1320,43,561,4,Lent,O
1491,Autre,Separe,Mme,Aucun,Non,Non,Locataire,Appartement,Enseignant,2,0,10368,0,3,3456,0,34,1240,4,Lent,O
1493,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe,2,4,9235,13094,4,5582,3120,47,2281,3,Rapide,O
1494,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Retraite,0,8,0,0,2,0,4800,45,0,2,Normal,O
